Generate Keys,In Maintenance,
Generate New Report,In Minutes,
Generate Random Password,In Party Currency,
Generate Tracking URL,In Process,
Geo,In Read Only Mode,
Geoapify,In Reply To,
Geolocation,In Standard Filter,
Geolocation Settings,In Stock Qty,
Get Alerts for Today,In Transit Warehouse,
Get Backup Encryption Key,In Value,
Get Contacts,In Words,
Get Fields,"""In case of any error during this background process, the system will add a comment about the error on this Payroll Entry and revert to the Submitted status.""",
Get Header and Footer wkhtmltopdf variables,In points. Default is 9.,
Get Items,"""In the case of multi-tier program, Customers will be auto assigned to the concerned tier as per their spent.""",
Get OpenID Configuration,Incentive Amount,
Get PDF,Include Ageing Summary,
Get a preview of generated names with a series.,Include Search in Top Bar,
Get more insights with,Include Sub-assembly Raw Materials,
Get notified when an email is received on any of the documents assigned to you.,Include Subcontracted Items,
Get your globally recognized avatar from Gravatar.com,Include Web View Link in Email,
Git Branch,Include holidays in Total no. of Working Days,
GitHub,Include holidays within leaves as leaves,
Github flavoured markdown syntax,Include in gross,
Give Review Points,Include indentation,
Global Search DocType,Including items for sub assemblies,
Global Search Document Types Reset.,Income,
Global Search Settings,Income Account,
Global Shortcuts,Income Source,
Global Unsubscribe,Income Tax Amount,
Go,Income Tax Component,
Go Back,Income Tax Computation,
Go to Login Required field,Income Tax Slab,
Go to Notification Settings List,Income Tax Slab Other Charges,
Go to Page,Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1}.,
Go to Workflow,Income Tax Slab not set in Salary Structure Assignment: {0}.,
Go to Workspace,Income Tax Slab: {0} is disabled.,
Go to next record,Income from Other Sources,
Go to previous record,Incoming,
Go to the document,Incoming (POP/IMAP) Settings,
Go to this URL after completing the form,Incoming Call Handling Schedule,
Go to {0},Incoming Call Settings,
Go to {0} List,Incoming Emails (Last 7 days),
Go to {0} Page,Incoming Rate,
Goal,Incoming Rate (Costing),
Google,Incorrect Reference Document (Purchase Receipt Item),
Google Analytics ID,Incorrect Serial No Valuation,
Google Analytics anonymise IP,Incorrect Serial Number Consumed,
Google Calendar,Incorrect Serial and Batch Bundle,
Google Calendar - Contact / email not found. Did not add attendee for -<br>{0},Incorrect Stock Value Report,
"Google Calendar - Could not create Calendar for {0}, error code {1}.",Incorrect Type of Transaction,
"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.",Incorrect URL,
"Google Calendar - Could not fetch event from Google Calendar, error code {0}.",Incorrect User or Password,
"Google Calendar - Could not find Calendar for {0}, error code {1}.",Incorrect Verification code,
"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.",Incorrect Warehouse,
"Google Calendar - Could not insert event in Google Calendar {0}, error code {1}.",Incorrect Weightage Allocation,
"Google Calendar - Could not update Event {0} in Google Calendar, error code {1}.",Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,
Google Calendar Event ID,Incorrect value in row {0}:,
Google Calendar ID,Incorrect value:,
Google Calendar has been configured.,Incoterm,
Google Contacts,Increase In Asset Life (Months),
"Google Contacts - Could not sync contacts from Google Contacts {0}, error code {1}.",Increment,
"Google Contacts - Could not update contact in Google Contacts {0}, error code {1}.",Increment cannot be 0,
Google Contacts Id,Increment for Attribute {0} cannot be 0,
Google Drive,Indent,
Google Drive - Could not create folder in Google Drive - Error Code {0},Index,
Google Drive - Could not find folder in Google Drive - Error Code {0},Index Web Pages for Search,
Google Drive - Could not locate - {0},Index created successfully on column {0} of doctype {1},
Google Drive Backup Successful.,Indexing authorization code,
Google Drive Picker,Indexing refresh token,
Google Drive Picker Enabled,Indicates that the package is a part of this delivery (Only Draft),
Google Font,"""Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired.""",
Google Meet Link,Indicator,
Google Settings,Indicator Color,
Google Sheets URL is invalid or not publicly accessible.,Indicator color,
"Google Sheets URL must end with ""gid={number}"". Copy and paste the URL from the browser address bar and try again.",Indirect Expense,
Google Snippet Preview,Indirect Expenses,
Grant Type,Info:,
Graph,Initial Email Notification Sent,
Gray,Input existing role name if you would like to extend it with access of another role.,
Greater Than,Insurance,
Greater Than Or Equal To,Insurance Details,
Green,Insurance End Date,
Grid Empty State,Int,
Grid Page Length,Integration Details,
Grid Shortcuts,Integration ID,
Group,Internal Customer,
Group By,Internal Customer for company {0} already exists,
Group By Based On,Internal Sale or Delivery Reference missing.,
Group By Type,Internal Supplier,
Group By field is required to create a dashboard chart,Internal Supplier for company {0} already exists,
Group Node,Internal Transfer,
Group Object Class,Internal Transfer Reference Missing,
Grouped by <span style='font-weight:600;'>{0}</b>,Interview Reminder Notification Template,
HEAD,Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2},
HERE,Interview Scheduled Date,
HH:mm,Interview Status,
HH:mm:ss,Interview Summary,
HTML,Invalid Attribute,
HTML Editor,Invalid Auto Repeat Date,
HTML Page,Invalid Barcode. There is no Item attached to this barcode.,
HTML for header section. Optional,Invalid Blanket Order for the selected Customer and Item,
HTML with jinja support,Invalid CSV Format,
Half,Invalid Checkout Request ID,
Half Day,Invalid Child Procedure,
Half Yearly,Invalid Credentials,
Half-yearly,Invalid Delivery Date,
Handled Emails,Invalid DocType,
Has  Attachment,Invalid Document,
Has Attachments,Invalid Fieldname,
Has Domain,Invalid Gross Purchase Amount,
Has Next Condition,Invalid Item,
Has Role,Invalid Ledger Entries,
Has Web View,Invalid Login. Try again.,
Have an account? Login,Invalid Naming Series: {},
Header,Invalid Opening Entry,
Header HTML,Invalid Operation,
Header HTML set from attachment {0},Invalid Option,
Header Script,Invalid Outgoing Mail Server or Port: {0},
Header and Breadcrumbs,Invalid Output Format,
"Header, Robots",Invalid Override,
Header/Footer scripts can be used to add dynamic behaviours.,Invalid POS Invoices,
Headers,Invalid Parameters.,
Heading,Invalid Parent Account,
Heatmap,Invalid Priority,
Hello,Invalid Purchase Invoice,
Help,Invalid Quantity,
Help Article,Invalid Request,
Help Articles,Invalid Return,
Help Category,Invalid Schedule,
Help Dropdown,Invalid Search Field {0},
Help HTML,Invalid Selling Price,
Help on Search,Invalid Table Fieldname,
"Help: To link to another record in the system, use ""/app/note/[Note Name]"" as the Link URL. (don't use ""http://"")",Invalid Token,
Helpful,Invalid Transition,
Helvetica,Invalid User Name or Support Password. Please rectify and try again.,
Helvetica Neue,Invalid Value,
Here's your tracking URL,Invalid amount in accounting entries of {} {} for Account {}: {},
Hi {0},Invalid expression set in filter {0},
Hidden,Invalid field name {0},
Hidden Fields,Invalid fieldname '{0}' in autoname,
Hide,Invalid filter: {0},
Hide Block,Invalid json added in the custom options: {0},
Hide Border,Invalid lost reason {0} please create a new lost reason,
Hide Buttons,Invalid name type (integer) for varchar name column,
Hide CTA,Invalid naming series (. missing) for {0},
Hide Copy,Invalid naming series {}: dot (.) missing,
Hide Custom DocTypes and Reports,Invalid parameters provided. Please pass the required arguments.,
Hide Days,Invalid redirect regex in row #{}: {},
Hide Descendants,Invalid reference {0} {1},
Hide Empty Read-Only Fields,Invalid request arguments,
Hide Error,Invalid result key. Response:,
Hide Label,Invalid token state! Check if the token has been created by the OAuth user.,
Hide Login,Invalid username or password,
Hide Preview,Invalid value specified for UUID: {},
"Hide Previous, Next and Close button on highlight dialog.",Invalid value {0} for {1} against account {2},
Hide Saved,Invalid values for fields:,
Hide Seconds,Invalid wkhtmltopdf version,
"Hide Sidebar, Menu, and Comments",Invalid {0},
Hide Standard Menu,Invalid {0} condition,
Hide Tags,Invalid {0} for Inter Company Transaction.,
Hide Weekends,Inventory,
Hide descendant records of <b>For Value</b>.,Inventory Dimension,
Hide details,Inventory Dimension Negative Stock,
Hide footer,Inventory Dimension key,
Hide footer in auto email reports,Inventory Settings,
Hide footer signup,Inverse,
Hide navbar,Investigated,
High,Investments,
Higher priority rule will be applied first,Invite as User,
Highlight,Invoice,
"Hint: Include symbols, numbers and capital letters in the password",Invoice Cancellation,
Home,Invoice and Billing,
Home Page,Invoice can't be made for zero billing hour,
Home Settings,Invoiced Amount,
Home/Test Folder 1,Invoiced Amount (Excl. Tax),
Home/Test Folder 1/Test Folder 3,Invoiced Qty,
Home/Test Folder 2,Invoices,
Hourly,Inward,
Hourly Long,Is,
Hourly rate limit for generating password reset links,Is Account Payable,
"How should this currency be formatted? If not set, will use system defaults",Is Carry Forward,
ID,Is Complete,D
ID (name),Is Completed,
ID (name) of the entity whose property is to be set,Is Composite Asset,
"IDs must contain only alphanumeric characters, not contain spaces, and should be unique.",Is Consolidated,
IMAP Details,Is Corrective Operation,
IMAP Folder,Is Cumulative,
IP Address,Is Custom Field,
Icon,Is Dynamic URL?,
Icon will appear on the button,Is Earned Leave,
Identity Details,Is Finished Item,
Idx,Is Flexible Benefit,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User",Is Frozen,
